,x,y
0,10,-118.78385000442746
1,13,-118.78385000442746
2,16,-118.78385000442746
3,19,-118.78385000442746
4,22,-118.78385000442746
5,25,-118.78385000442746
6,28,-118.78385000442746
7,31,-118.78385000442746
8,34,-118.78385000442746
9,37,-118.78385000442746
10,40,-118.78385000442746
11,43,-118.78385000442746
12,46,-118.78385000442746
13,49,-118.78385000442746
14,52,-118.78385000442746
15,55,-118.78385000442746
16,58,-105.17406313708065
17,61,-93.77267329365198
18,64,-93.77267329365198
19,67,-93.77267329365198
20,70,-93.77267329365198
21,73,-93.77267329365198
22,76,-93.77267329365198
23,79,-93.77267329365198
24,82,-93.77267329365198
25,85,-93.77267329365198
26,88,-93.77267329365198
27,91,-93.77267329365198
28,94,-93.77267329365198
29,97,-93.77267329365198
30,100,-93.77267329365198
31,103,-93.77267329365198
32,106,-93.77267329365198
33,109,-93.77267329365198
34,112,-93.77267329365198
35,115,-93.77267329365198
36,118,-93.77267329365198
37,121,-93.42163192482815
38,124,-93.42163192482815
39,127,-93.42163192482815
40,130,-93.42163192482815
41,133,-93.42163192482815
42,136,-93.42163192482815
43,139,-93.42163192482815
44,142,-93.42163192482815
45,145,-93.42163192482815
46,148,-93.42163192482815
47,151,-93.42163192482815
48,154,-93.42163192482815
49,157,-93.42163192482815
50,160,-93.42163192482815
51,163,-93.42163192482815
52,166,-93.42163192482815
53,169,-93.42163192482815
54,172,-93.42163192482815
55,175,-81.3728007927785
56,178,-64.84594258666841
57,181,-64.84594258666841
58,184,-64.84594258666841
59,187,-64.84594258666841
60,190,-64.84594258666841
61,193,-64.84594258666841
62,196,-64.84594258666841
63,199,-64.84594258666841
64,202,-64.84594258666841
65,205,-64.84594258666841
66,208,-64.84594258666841
67,211,-64.84594258666841
68,214,-64.84594258666841
69,217,-64.84594258666841
70,220,-64.84594258666841
71,223,-64.84594258666841
72,226,-64.84594258666841
73,229,-64.84594258666841
74,232,-64.84594258666841
75,235,-64.84594258666841
76,238,-64.84594258666841
77,241,-64.84594258666841
78,244,-64.84594258666841
79,247,-64.84594258666841
80,250,-64.84594258666841
81,253,-64.84594258666841
82,256,-64.84594258666841
83,259,-64.84594258666841
84,262,-64.84594258666841
85,265,-64.84594258666841
86,268,-64.84594258666841
87,271,-64.84594258666841
88,274,-64.84594258666841
89,277,-64.84594258666841
90,280,-64.84594258666841
91,283,-64.84594258666841
92,286,-64.84594258666841
93,289,-64.84594258666841
94,292,-64.84594258666841
95,295,-64.84594258666841
96,298,-64.84594258666841
97,301,-64.84594258666841
98,304,-64.84594258666841
99,307,-64.84594258666841
100,310,-64.84594258666841
101,313,-31.899286561822816
102,316,-31.899286561822816
103,319,-31.899286561822816
104,322,-31.899286561822816
105,325,-31.899286561822816
106,328,-31.899286561822816
107,331,-31.899286561822816
108,334,-31.899286561822816
109,337,-31.899286561822816
110,340,-31.899286561822816
111,343,-31.899286561822816
112,346,-31.899286561822816
113,349,-31.899286561822816
114,352,-31.899286561822816
115,355,-31.899286561822816
116,358,-31.899286561822816
117,361,-31.899286561822816
118,364,-31.899286561822816
119,367,-31.899286561822816
120,370,-31.899286561822816
121,373,-31.899286561822816
122,376,-31.899286561822816
123,379,-31.899286561822816
124,382,-31.899286561822816
125,385,-31.899286561822816
126,388,-31.899286561822816
127,391,-31.899286561822816
128,394,-31.899286561822816
129,397,-31.899286561822816
130,400,-31.899286561822816
131,403,-31.899286561822816
132,406,-31.899286561822816
133,409,-31.899286561822816
134,412,-31.899286561822816
135,415,-31.899286561822816
136,418,-31.899286561822816
137,421,-31.899286561822816
138,424,-31.899286561822816
139,427,-31.899286561822816
140,430,-31.899286561822816
141,433,-31.899286561822816
142,436,-31.899286561822816
143,439,-31.899286561822816
144,442,-31.899286561822816
145,445,-31.899286561822816
146,448,-31.899286561822816
147,451,-31.899286561822816
148,454,-31.899286561822816
149,457,-31.899286561822816
150,460,-31.899286561822816
151,463,-31.899286561822816
152,466,-31.899286561822816
153,469,-31.899286561822816
154,472,-31.899286561822816
155,475,-31.899286561822816
156,478,-31.899286561822816
157,481,-31.899286561822816
158,484,-31.899286561822816
159,487,-31.899286561822816
160,490,-31.899286561822816
161,493,-31.899286561822816
162,496,-31.899286561822816
163,499,-31.555546268264333
164,502,-31.555546268264333
165,505,-31.555546268264333
166,508,-31.555546268264333
167,511,-31.555546268264333
168,514,-31.555546268264333
169,517,-31.555546268264333
170,520,-31.555546268264333
171,523,-31.555546268264333
172,526,-31.555546268264333
173,529,-31.555546268264333
174,532,-31.555546268264333
175,535,-31.555546268264333
176,538,-31.555546268264333
177,541,-31.555546268264333
