,t,recall,n
0,12,1.0,50
1,24,0.6,25
2,36,0.4,25
3,48,0.5,12
4,60,0.3,12
5,72,0.1,13
6,84,0.0,7
7,96,0.1,6
8,108,1.0,50
9,120,0.3,25
10,132,0.7,25
11,144,0.2,12
12,156,0.1,13
13,168,0.1,6
14,180,0.4,12
15,192,1.0,50
