,t,precision,n
0,12,0.2,50
1,24,0.08,25
2,36,0.32,25
3,48,0.07692307692307693,13
4,60,0.08333333333333333,12
5,72,0.16666666666666666,6
6,84,0.0,7
7,96,0.16666666666666666,6
8,108,0.2,50
9,120,0.28,25
10,132,0.12,25
11,144,0.07692307692307693,13
12,156,0.16666666666666666,12
13,168,0.16666666666666666,6
14,180,0.5,12
15,192,0.2,50
