,t,precision,n
0,12,0.2,50
1,24,0.24,25
2,36,0.16,25
3,48,0.08333333333333333,12
4,60,0.15384615384615385,13
5,72,0.23076923076923078,13
6,84,0.3333333333333333,12
7,96,0.2,50
8,108,0.16,25
9,120,0.24,25
10,132,0.4166666666666667,12
11,144,0.16666666666666666,12
12,156,0.15384615384615385,13
13,168,0.07692307692307693,13
14,180,0.2,50
15,192,0.12,25
