,x,y,t
0,1,-98.89224688550482,0.001684427261352539
1,2,-98.89224688550482,0.0018439292907714844
2,3,-98.89224688550482,0.0019927024841308594
3,4,-88.19543365290987,0.0030312538146972656
4,5,-88.19543365290987,0.003178119659423828
5,6,-53.896360863550235,0.003324747085571289
6,7,-53.896360863550235,0.004385471343994141
7,8,-53.896360863550235,0.004522800445556641
8,9,-53.896360863550235,0.00465846061706543
9,10,-53.896360863550235,0.005663394927978516
10,11,-53.896360863550235,0.0058002471923828125
11,12,-40.85495255470228,0.005934476852416992
12,13,-40.85495255470228,1.1994702816009521
13,14,-40.85495255470228,1.2019596099853516
14,15,-40.005922504412446,1.256596565246582
15,16,-40.005922504412446,2.8745930194854736
16,17,-40.005922504412446,2.9189505577087402
17,18,-40.005922504412446,2.9211719036102295
18,19,-40.005922504412446,4.250644207000732
19,20,-40.005922504412446,4.297058343887329
20,21,-40.005922504412446,4.3474249839782715
21,22,-40.005922504412446,5.730550050735474
22,23,-40.005922504412446,5.733486652374268
23,24,-40.005922504412446,5.827213287353516
24,25,-40.005922504412446,7.540076971054077
25,26,-40.005922504412446,7.571492910385132
26,27,-40.005922504412446,7.5748131275177
27,28,-40.005922504412446,9.090147018432617
28,29,-40.005922504412446,9.094061136245728
29,30,-40.005922504412446,9.195172309875488
30,31,-40.005922504412446,10.791754961013794
31,32,-40.005922504412446,10.859035968780518
32,33,-40.005922504412446,10.862277269363403
33,34,-40.005922504412446,12.4881010055542
34,35,-40.005922504412446,12.535600185394287
35,36,-40.005922504412446,12.538845777511597
36,37,-40.005922504412446,13.787887334823608
37,38,-40.005922504412446,13.791290044784546
38,39,-40.005922504412446,13.794661283493042
39,40,-40.005922504412446,17.236220359802246
40,41,-40.005922504412446,17.271759271621704
41,42,-40.005922504412446,17.275715112686157
42,43,-40.005922504412446,20.738520860671997
43,44,-40.005922504412446,20.77015781402588
44,45,-40.005922504412446,20.77353286743164
45,46,-40.005922504412446,24.248074293136597
46,47,-40.005922504412446,24.26746106147766
47,48,-40.005922504412446,24.301424741744995
48,49,-40.005922504412446,27.688555240631104
49,50,-40.005922504412446,27.740402460098267
50,51,-39.25340779523933,27.793676137924194
51,52,-39.25340779523933,31.552815198898315
52,53,-39.25340779523933,31.580992698669434
53,54,-39.25340779523933,31.62474513053894
54,55,-39.25340779523933,35.32908487319946
55,56,-39.25340779523933,35.36963963508606
56,57,-39.25340779523933,35.413599252700806
57,58,-34.48042200421152,39.66894054412842
58,59,-25.671030494531042,39.704838275909424
59,60,-25.671030494531042,39.738364696502686
60,61,-25.671030494531042,43.35708165168762
61,62,-25.671030494531042,43.39338827133179
62,63,-25.671030494531042,43.42971587181091
63,64,-25.671030494531042,46.92940711975098
64,65,-25.671030494531042,46.94158887863159
65,66,-25.671030494531042,46.945388317108154
66,67,-25.671030494531042,50.45865178108215
67,68,-25.671030494531042,50.47993803024292
68,69,-25.671030494531042,50.48380494117737
69,70,-25.671030494531042,54.75283241271973
70,71,-25.671030494531042,54.82082986831665
71,72,-25.671030494531042,54.87294912338257
72,73,-25.671030494531042,60.17677044868469
