,x,y,t,n_samples
0,1,-1010.5663971557884,0.03181171417236328,23.666666666666668
1,2,-1010.5663971557884,0.11788558959960938,95.33333333333334
2,3,-1010.5663971557884,1.381464958190918,1095.3333333333333
3,4,-1010.5663971557884,1.4257323741912842,1117.6666666666665
4,5,-1010.5663971557884,1.4576992988586426,1134.9999999999998
5,6,-1010.5663971557884,1.531834363937378,1178.333333333333
6,7,-1010.5663971557884,1.556251049041748,1189.333333333333
7,8,-1010.5663971557884,1.5765907764434814,1200.6666666666663
8,9,-1010.5663971557884,1.6238198280334473,1227.6666666666663
9,10,-1010.5663971557884,1.6734375953674316,1252.6666666666663
10,11,-1010.5663971557884,1.749626874923706,1296.333333333333
11,12,-1010.5663971557884,1.8054018020629883,1345.333333333333
12,13,-1010.5663971557884,1.932898998260498,1389.333333333333
13,14,-1010.5663971557884,1.9877064228057861,1437.333333333333
14,15,-1010.5663971557884,2.03255558013916,1475.9999999999998
15,16,-1010.5663971557884,2.107473850250244,1486.333333333333
16,17,-1010.5663971557884,2.1569719314575195,1528.6666666666663
17,18,-1010.5663971557884,2.1992948055267334,1558.6666666666663
18,19,-1010.5663971557884,2.2968645095825195,1607.333333333333
19,20,-1010.5663971557884,2.319096326828003,1624.333333333333
20,21,-1010.5663971557884,2.719420909881592,1984.333333333333
21,22,-1010.5663971557884,2.794948101043701,2012.9999999999998
22,23,-1010.5663971557884,3.222560405731201,2364.0
23,24,-1010.5663971557884,3.2459805011749268,2381.6666666666665
24,25,-1010.5663971557884,3.360775947570801,2440.333333333333
25,26,-1010.5663971557884,3.393770217895508,2464.9999999999995
26,27,-1010.5663971557884,3.4415764808654785,2499.333333333333
27,28,-1010.5663971557884,3.5162878036499023,2523.6666666666665
28,29,-986.7136557297093,3.542372941970825,2541.6666666666665
29,30,-751.040794155062,3.564263105392456,2556.0
30,31,-751.040794155062,4.193697214126587,2905.3333333333335
31,32,-751.040794155062,4.2494916915893555,2938.666666666667
32,33,-751.040794155062,4.306321144104004,2963.3333333333335
33,34,-751.040794155062,4.641618013381958,2979.666666666667
34,35,-751.040794155062,4.710113763809204,3004.666666666667
35,36,-751.040794155062,4.750913619995117,3016.3333333333335
