,x,y,t,n_samples
0,1,9.735279242778867,0.10163331031799316,13.333333333333334
1,2,9.735279242778867,0.16856861114501953,30.0
2,3,9.735279242778867,0.2121291160583496,45.666666666666664
3,4,19.3149211337705,0.2262895107269287,60.33333333333333
4,5,19.3149211337705,0.25678563117980957,75.0
5,6,19.3149211337705,0.2881815433502197,90.0
6,7,19.3149211337705,0.3392665386199951,105.66666666666667
7,8,19.3149211337705,0.3504195213317871,117.0
8,9,19.3149211337705,0.3835318088531494,129.33333333333334
9,10,59.74824892900397,0.5309507846832275,176.66666666666669
10,11,59.74824892900397,0.6060788631439209,198.33333333333334
11,12,59.74824892900397,0.6408581733703613,206.33333333333334
12,13,59.74824892900397,0.7097351551055908,223.0
13,14,59.74824892900397,0.7379391193389893,235.33333333333334
14,15,59.74824892900397,0.7714195251464844,245.0
15,16,59.74824892900397,0.8922390937805176,283.3333333333333
16,17,59.74824892900397,0.9282882213592529,294.3333333333333
17,18,59.74824892900397,0.9374055862426758,303.66666666666663
18,19,59.74824892900397,1.0006458759307861,318.3333333333333
19,20,59.74824892900397,1.081775188446045,341.66666666666663
20,21,59.74824892900397,1.151371955871582,367.3333333333333
21,22,59.74824892900397,1.1766762733459473,377.0
22,23,59.74824892900397,1.210681676864624,393.3333333333333
23,24,59.74824892900397,1.2710516452789307,415.66666666666663
24,25,59.74824892900397,1.3459713459014893,439.99999999999994
25,26,59.74824892900397,1.3869481086730957,458.66666666666663
26,27,59.74824892900397,1.4207255840301514,477.66666666666663
27,28,59.74824892900397,1.474891185760498,500.66666666666663
28,29,59.74824892900397,1.544510841369629,514.3333333333333
29,30,59.74824892900397,1.584108829498291,525.6666666666666
30,31,59.74824892900397,1.645573616027832,539.6666666666666
31,32,59.74824892900397,1.6704249382019043,558.6666666666666
32,33,59.74824892900397,1.693859338760376,571.6666666666666
33,34,59.74824892900397,1.723937749862671,588.6666666666666
34,35,59.74824892900397,1.7494158744812012,606.0
35,36,59.74824892900397,1.7774524688720703,626.0
36,37,59.74824892900397,1.7890417575836182,635.6666666666666
37,38,59.74824892900397,1.8364989757537842,674.6666666666666
38,39,59.74824892900397,1.852271318435669,689.6666666666666
39,40,59.74824892900397,1.8728907108306885,702.0
40,41,59.74824892900397,1.8926541805267334,713.0
41,42,59.74824892900397,1.9122273921966553,724.6666666666666
42,43,59.74824892900397,1.9384334087371826,740.0
43,44,59.74824892900397,1.979140043258667,754.0
44,45,59.74824892900397,2.0203938484191895,775.6666666666666
45,46,59.74824892900397,2.03340220451355,783.6666666666666
46,47,59.74824892900397,2.0573647022247314,797.3333333333333
47,48,59.74824892900397,2.1077964305877686,810.3333333333333
48,49,59.74824892900397,2.1478748321533203,826.6666666666666
49,50,59.74824892900397,2.2524681091308594,849.6666666666666
50,51,59.74824892900397,2.4895212650299072,868.3333333333333
51,52,59.74824892900397,2.5251264572143555,885.9999999999999
52,53,59.74824892900397,2.5814058780670166,906.6666666666665
53,54,59.74824892900397,2.6473474502563477,919.9999999999999
54,55,59.74824892900397,2.6887476444244385,933.3333333333333
55,56,59.74824892900397,2.7372918128967285,947.6666666666666
56,57,59.74824892900397,2.8203446865081787,963.6666666666666
57,58,59.74824892900397,2.8641133308410645,980.6666666666666
58,59,59.74824892900397,2.9394912719726562,995.0
59,60,59.74824892900397,2.9863104820251465,1012.0
60,61,59.74824892900397,3.044070243835449,1025.6666666666667
61,62,59.74824892900397,3.113206386566162,1044.6666666666667
62,63,59.74824892900397,3.203207492828369,1060.3333333333335
63,64,59.74824892900397,3.273742914199829,1079.0000000000002
64,65,59.74824892900397,3.309394121170044,1092.3333333333335
65,66,59.74824892900397,3.404543161392212,1115.3333333333335
66,67,59.74824892900397,3.5365982055664062,1147.6666666666667
67,68,59.74824892900397,3.5707521438598633,1161.3333333333335
68,69,59.74824892900397,3.6097118854522705,1176.0000000000002
69,70,59.74824892900397,3.660416603088379,1185.0000000000002
70,71,66.56690365491879,3.8308236598968506,1226.666666666667
71,72,66.56690365491879,3.930042028427124,1262.3333333333337
72,73,66.56690365491879,4.059302091598511,1281.0000000000005
73,74,66.56690365491879,4.096514701843262,1293.0000000000005
74,75,66.56690365491879,4.1691670417785645,1316.3333333333337
75,76,66.56690365491879,4.237905740737915,1334.666666666667
76,77,66.56690365491879,4.307752370834351,1353.666666666667
77,78,66.56690365491879,4.375674724578857,1367.666666666667
78,79,66.56690365491879,4.420271158218384,1380.3333333333337
79,80,66.56690365491879,4.504680633544922,1394.3333333333337
80,81,66.56690365491879,4.564525842666626,1411.3333333333337
81,82,66.56690365491879,4.604702711105347,1424.0000000000005
82,83,66.56690365491879,4.640186548233032,1433.6666666666672
83,84,66.56690365491879,4.705215215682983,1445.6666666666672
84,85,66.56690365491879,4.7454400062561035,1458.333333333334
85,86,66.56690365491879,4.781879186630249,1466.6666666666672
86,87,66.56690365491879,4.9469311237335205,1503.0000000000005
87,88,66.56690365491879,5.014410734176636,1520.0000000000005
88,89,66.56690365491879,5.133605718612671,1547.6666666666672
89,90,66.56690365491879,5.169734001159668,1557.0000000000005
90,91,66.56690365491879,5.241501808166504,1573.6666666666672
91,92,66.56690365491879,5.348928689956665,1591.6666666666672
92,93,66.56690365491879,5.445715665817261,1609.333333333334
93,94,66.56690365491879,5.563194036483765,1637.0000000000007
94,95,66.56690365491879,5.5974109172821045,1645.0000000000007
95,96,66.56690365491879,5.632789611816406,1654.0000000000007
96,97,66.56690365491879,5.66742205619812,1663.0000000000007
97,98,66.56690365491879,5.735175371170044,1677.6666666666674
