,x,y,t
0,1,-206.7886065134927,0.0010540485382080078
1,2,-78.17961113331393,0.001093149185180664
2,3,-78.17961113331393,0.0011277198791503906
3,4,-78.17961113331393,0.0011610984802246094
4,5,-78.17961113331393,0.001194000244140625
5,6,-78.17961113331393,0.001226663589477539
6,7,-53.29757401802419,0.00125885009765625
7,8,-27.780570325257372,0.0012912750244140625
8,9,-27.780570325257372,0.0013232231140136719
9,10,-27.780570325257372,0.0013554096221923828
10,11,-27.780570325257372,0.0013873577117919922
11,12,-27.780570325257372,0.0014193058013916016
12,13,-27.780570325257372,0.0014510154724121094
13,14,-27.780570325257372,0.0014827251434326172
14,15,-27.780570325257372,0.001514434814453125
15,16,-27.780570325257372,0.0015463829040527344
16,17,-27.780570325257372,0.0015778541564941406
17,18,-27.780570325257372,0.0016095638275146484
18,19,-27.780570325257372,0.0016415119171142578
19,20,-27.780570325257372,0.0016753673553466797
20,21,-27.780570325257372,1.1255364418029785
21,22,-22.674429492147265,1.1255772113800049
22,23,-22.674429492147265,1.1256117820739746
23,24,-22.674429492147265,1.1256451606750488
24,25,-22.674429492147265,1.1256778240203857
25,26,-22.674429492147265,1.1257104873657227
26,27,-22.674429492147265,1.1257426738739014
27,28,-22.674429492147265,1.1257760524749756
28,29,-22.674429492147265,1.1258080005645752
29,30,-22.674429492147265,1.125840425491333
30,31,-22.674429492147265,2.252136468887329
31,32,-22.674429492147265,2.252178907394409
32,33,-22.674429492147265,2.25221586227417
33,34,-22.674429492147265,2.252251386642456
34,35,-22.674429492147265,2.252286434173584
35,36,-22.674429492147265,2.252321243286133
36,37,-22.674429492147265,2.2523560523986816
37,38,-22.674429492147265,2.2523906230926514
38,39,-22.52648565212046,2.252425193786621
39,40,-22.52648565212046,2.2524595260620117
40,41,-22.52648565212046,3.3893024921417236
41,42,-22.52648565212046,3.3893449306488037
42,43,-22.52648565212046,3.3893814086914062
43,44,-22.52648565212046,3.389416217803955
44,45,-22.52648565212046,3.3894505500793457
45,46,-22.52648565212046,3.3894858360290527
46,47,-22.52648565212046,3.3895199298858643
47,48,-11.056440284605022,3.389554262161255
48,49,-11.056440284605022,3.3895888328552246
49,50,-11.056440284605022,3.3896231651306152
50,51,-11.056440284605022,4.539882183074951
51,52,-11.056440284605022,4.5399253368377686
52,53,-11.056440284605022,4.539963483810425
53,54,-3.948539786038312,4.539999485015869
54,55,-3.948539786038312,4.540035247802734
55,56,-3.948539786038312,4.540071725845337
56,57,-3.948539786038312,4.540107250213623
57,58,-3.948539786038312,4.54014253616333
58,59,-3.948539786038312,4.540177822113037
59,60,-3.948539786038312,4.540213584899902
60,61,-3.948539786038312,5.69436240196228
61,62,-3.948539786038312,5.694405794143677
62,63,-3.4165053905346765,5.694444179534912
63,64,-3.4165053905346765,5.6944804191589355
64,65,-3.4165053905346765,5.694516181945801
65,66,-3.4165053905346765,5.694552183151245
66,67,-3.4165053905346765,5.694586992263794
67,68,-3.4165053905346765,5.694622039794922
68,69,-3.4165053905346765,5.694656610488892
69,70,-3.4165053905346765,5.694691896438599
70,71,-3.4165053905346765,6.858612537384033
71,72,-3.4165053905346765,6.8586554527282715
72,73,-3.4165053905346765,6.858692407608032
73,74,-3.4165053905346765,6.858728647232056
74,75,-3.326228336529536,6.8587634563446045
75,76,-3.326228336529536,6.858798503875732
76,77,-3.326228336529536,6.858833312988281
77,78,-3.326228336529536,6.858868598937988
78,79,-3.326228336529536,6.8589043617248535
79,80,-3.326228336529536,6.8589396476745605
80,81,-3.326228336529536,8.02987289428711
81,82,-3.326228336529536,8.029916048049927
82,83,-3.326228336529536,8.029953718185425
83,84,-3.326228336529536,8.02998948097229
84,85,-2.523430587574626,8.030025243759155
85,86,-2.523430587574626,8.030060768127441
86,87,-2.523430587574626,8.03009581565857
87,88,-2.523430587574626,8.030136346817017
88,89,-2.523430587574626,8.03017258644104
89,90,-2.523430587574626,8.030209302902222
90,91,-2.523430587574626,9.212076902389526
91,92,-2.523430587574626,9.212119817733765
92,93,-2.523430587574626,9.212156772613525
93,94,-2.523430587574626,9.212193012237549
94,95,-2.523430587574626,9.212229013442993
95,96,-2.523430587574626,9.212265014648438
96,97,-2.523430587574626,9.212300539016724
97,98,-2.523430587574626,9.21233606338501
98,99,-2.523430587574626,9.212371110916138
99,100,-2.523430587574626,9.212406396865845
