,x,y
0,10,-55.953586541316874
1,13,-21.012073158283172
2,16,-21.012073158283172
3,19,-21.012073158283172
4,22,-21.012073158283172
5,25,-21.012073158283172
6,28,-21.012073158283172
7,31,-21.012073158283172
8,34,-21.012073158283172
9,37,-21.012073158283172
10,40,-21.012073158283172
11,43,-21.012073158283172
12,46,-21.012073158283172
13,49,-21.012073158283172
14,52,-21.012073158283172
15,55,-21.012073158283172
16,58,-21.012073158283172
17,61,-21.012073158283172
18,64,-21.012073158283172
19,67,-21.012073158283172
20,70,-17.45787898628886
21,73,-4.819860290713093
22,76,-4.819860290713093
23,79,-4.819860290713093
24,82,-4.819860290713093
25,85,-4.819860290713093
26,88,-4.819860290713093
27,91,-4.819860290713093
28,94,-4.819860290713093
29,97,-4.819860290713093
30,100,-4.819860290713093
31,103,-4.819860290713093
32,106,-4.819860290713093
33,109,-4.819860290713093
34,112,-4.819860290713093
35,115,-4.819860290713093
36,118,-4.819860290713093
37,121,-4.819860290713093
38,124,-4.819860290713093
39,127,-4.819860290713093
40,130,-4.819860290713093
41,133,-4.819860290713093
42,136,-4.819860290713093
43,139,-4.819860290713093
44,142,-4.819860290713093
45,145,-4.819860290713093
46,148,-4.819860290713093
47,151,-4.016589362067783
48,154,-4.016589362067783
49,157,-4.016589362067783
50,160,-4.016589362067783
51,163,-4.016589362067783
52,166,-4.016589362067783
53,169,-4.016589362067783
54,172,-4.016589362067783
55,175,-4.016589362067783
56,178,-4.016589362067783
57,181,-4.016589362067783
58,184,-4.016589362067783
59,187,-4.016589362067783
60,190,-4.016589362067783
61,193,-4.016589362067783
62,196,-4.016589362067783
63,199,-4.016589362067783
64,202,-4.016589362067783
65,205,-4.016589362067783
66,208,-4.016589362067783
67,211,-4.016589362067783
68,214,-4.016589362067783
69,217,-4.016589362067783
70,220,-4.016589362067783
71,223,-4.016589362067783
72,226,-4.016589362067783
73,229,-4.016589362067783
74,232,-4.016589362067783
75,235,-4.016589362067783
76,238,-4.016589362067783
77,241,-4.016589362067783
78,244,-4.016589362067783
79,247,-4.016589362067783
80,250,-4.016589362067783
81,253,-4.016589362067783
82,256,-4.016589362067783
83,259,-4.016589362067783
84,262,-4.016589362067783
85,265,-4.016589362067783
86,268,-4.016589362067783
87,271,-4.016589362067783
88,274,-4.016589362067783
89,277,-3.8134957172814214
90,280,-3.8134957172814214
91,283,-3.8134957172814214
92,286,-3.8134957172814214
93,289,-3.8134957172814214
94,292,-3.8134957172814214
95,295,-3.8134957172814214
96,298,-3.8134957172814214
97,301,-3.8134957172814214
98,304,-3.8134957172814214
99,307,-3.8134957172814214
100,310,-3.8134957172814214
101,313,-3.8134957172814214
102,316,-3.8134957172814214
103,319,-3.8134957172814214
104,322,-3.8134957172814214
105,325,-3.8134957172814214
106,328,-3.8134957172814214
107,331,-3.8134957172814214
108,334,-3.8134957172814214
109,337,-3.8134957172814214
110,340,-3.8134957172814214
111,343,-3.8134957172814214
112,346,-3.8134957172814214
113,349,-3.8134957172814214
114,352,-3.8134957172814214
115,355,-3.8134957172814214
