,x,y,t
0,1,2.798860847546123e-05,0.01950812339782715
1,2,0.13576931671943535,0.05125021934509277
2,3,0.18442108959578057,0.32006382942199707
3,4,0.2859833422864628,0.6043736934661865
4,5,0.2859833422864628,1.0011608600616455
5,6,0.36307372904408153,1.3655116558074951
6,7,0.5274726286375151,1.883815050125122
7,8,0.5274726286375151,2.2522976398468018
8,9,0.7159988191056704,3.2461659908294678
9,10,0.8958776566098894,4.211478233337402
10,11,1.0064996266927397,4.805839538574219
11,12,1.0064996266927397,5.4401631355285645
12,13,1.0150304311304592,6.221587657928467
13,14,1.08246418783501,7.310105323791504
14,15,1.08246418783501,8.297587871551514
15,16,1.08246418783501,9.273389101028442
16,17,1.08246418783501,10.709202527999878
17,18,1.1164362471946108,12.530300617218018
18,19,1.1164362471946108,13.169426441192627
19,20,1.1164362471946108,13.594396591186523
20,21,1.143971706946206,15.440876007080078
21,22,1.1561659170014076,16.674270391464233
22,23,1.1561659170014076,17.362430810928345
23,24,1.1561659170014076,18.37413501739502
24,25,1.1574007469913807,19.419684410095215
25,26,1.1586005434316917,23.597020387649536
26,27,1.161719892625809,24.113150596618652
27,28,1.1689330504277213,24.343655347824097
28,29,1.1689330504277213,25.062151193618774
29,30,1.1689330504277213,25.37261986732483
30,31,1.1709459625674472,25.910105228424072
31,32,1.1709459625674472,26.41914391517639
32,33,1.1772288881170088,27.275068998336792
33,34,1.1865359123531123,27.648223161697388
34,35,1.1865359123531123,27.956682443618774
35,36,1.1865359123531123,28.91995120048523
36,37,1.1932694673174162,30.34595561027527
37,38,1.1932694673174162,30.84657335281372
38,39,1.1932694673174162,31.202181816101074
39,40,1.1932694673174162,31.50932812690735
40,41,1.1932694673174162,31.698161840438843
41,42,1.1932694673174162,32.450729846954346
42,43,1.1932694673174162,32.74382138252258
43,44,1.1932694673174162,33.13697338104248
44,45,1.1932694673174162,33.50097322463989
45,46,1.1932694673174162,34.810210943222046
46,47,1.1932694673174162,35.13174772262573
47,48,1.1932694673174162,35.97266435623169
48,49,1.1932694673174162,36.32263445854187
49,50,1.1932694673174162,36.628662109375
50,51,1.1932694673174162,37.01777625083923
51,52,1.1932694673174162,37.31165790557861
52,53,1.1932694673174162,37.64978551864624
53,54,1.1932694673174162,38.08836531639099
54,55,1.1932694673174162,38.305766105651855
55,56,1.1932694673174162,38.55577492713928
56,57,1.1932694673174162,38.86353015899658
57,58,1.1932694673174162,39.08673667907715
58,59,1.1932694673174162,39.315767765045166
59,60,1.1932694673174162,39.68359184265137
60,61,1.1932694673174162,39.916348457336426
61,62,1.1932694673174162,40.150941610336304
62,63,1.1932694673174162,40.385133266448975
63,64,1.1932694673174162,40.79014873504639
64,65,1.1932694673174162,41.03091764450073
65,66,1.1932694673174162,41.273860931396484
66,67,1.1932694673174162,41.520912408828735
67,68,1.1932694673174162,41.771154165267944
68,69,1.1943805974651387,42.13660168647766
69,70,1.1943805974651387,42.398698806762695
70,71,1.1943805974651387,42.66016936302185
71,72,1.1943805974651387,43.04681038856506
72,73,1.290811403098252,43.31765341758728
73,74,1.651686996490625,44.2318971157074
74,75,1.6776577542490159,45.00085210800171
75,76,1.8357385756242208,46.06921315193176
76,77,1.8357385756242208,47.11943483352661
77,78,1.9218932337743386,47.982664346694946
78,79,1.9218932337743386,48.63213634490967
79,80,1.9218932337743386,49.17636179924011
80,81,1.9736496499393161,49.91176724433899
81,82,1.9736496499393161,50.241727113723755
82,83,1.9736496499393161,50.53321552276611
83,84,1.9736496499393161,50.82930588722229
84,85,1.9736496499393161,51.21785092353821
85,86,1.9736496499393161,51.513776779174805
86,87,1.9736496499393161,51.8108549118042
87,88,1.9736496499393161,52.11665749549866
88,89,1.9736496499393161,52.4209258556366
89,90,1.9736496499393161,52.730956077575684
90,91,1.9736496499393161,53.04557800292969
91,92,1.9736496499393161,53.35568046569824
92,93,1.9736496499393161,53.66654086112976
93,94,1.9736496499393161,53.98811221122742
94,95,1.9736496499393161,54.30976319313049
95,96,1.9736496499393161,54.63559651374817
96,97,1.9736496499393161,55.00616002082825
97,98,1.9736496499393161,55.34094595909119
98,99,1.9736496499393161,55.672200441360474
99,100,1.9736496499393161,56.01296091079712
