,x,y
0,1,-177.1868696466347
1,2,-78.91345611454618
2,3,-78.91345611454618
3,4,-78.91345611454618
4,5,-78.91345611454618
5,6,-49.98629784935674
6,7,-49.98629784935674
7,8,-49.98629784935674
8,9,-49.98629784935674
9,10,-49.98629784935674
10,11,-49.98629784935674
11,12,-49.98629784935674
12,13,-49.98629784935674
13,14,-42.052725120879735
14,15,-42.052725120879735
15,16,-42.052725120879735
16,17,-42.052725120879735
17,18,-42.052725120879735
18,19,-42.052725120879735
19,20,-42.052725120879735
20,21,-42.052725120879735
21,22,-42.052725120879735
22,23,-42.052725120879735
23,24,-42.052725120879735
24,25,-42.052725120879735
25,26,-42.052725120879735
26,27,-42.052725120879735
27,28,-42.052725120879735
28,29,-42.052725120879735
29,30,-42.052725120879735
30,31,-42.052725120879735
31,32,-42.052725120879735
32,33,-42.052725120879735
33,34,-42.052725120879735
34,35,-42.052725120879735
35,36,-42.052725120879735
36,37,-42.052725120879735
37,38,-42.052725120879735
38,39,-42.052725120879735
39,40,-27.777896472969594
40,41,-27.777896472969594
41,42,-27.777896472969594
42,43,-27.777896472969594
43,44,-27.777896472969594
44,45,-27.777896472969594
45,46,-27.777896472969594
46,47,-27.777896472969594
47,48,-27.777896472969594
48,49,-27.777896472969594
49,50,-27.777896472969594
50,51,-27.777896472969594
51,52,-27.777896472969594
52,53,-27.777896472969594
53,54,-27.777896472969594
54,55,-27.777896472969594
55,56,-27.777896472969594
56,57,-27.777896472969594
57,58,-27.777896472969594
58,59,-27.777896472969594
59,60,-17.75918396532978
60,61,-17.75918396532978
61,62,-17.75918396532978
62,63,-17.75918396532978
63,64,-17.75918396532978
64,65,-17.75918396532978
65,66,-17.75918396532978
66,67,-17.75918396532978
67,68,-17.75918396532978
68,69,-14.736574805981459
69,70,-14.736574805981459
70,71,-14.736574805981459
71,72,-14.736574805981459
72,73,-13.62901270590946
73,74,-13.62901270590946
74,75,-13.62901270590946
75,76,-13.62901270590946
76,77,-13.62901270590946
77,78,-13.62901270590946
78,79,-13.62901270590946
79,80,-13.62901270590946
80,81,-13.62901270590946
81,82,-13.62901270590946
82,83,-13.62901270590946
83,84,-13.62901270590946
84,85,-13.62901270590946
85,86,-13.62901270590946
86,87,-13.62901270590946
87,88,-13.62901270590946
88,89,-13.62901270590946
89,90,-13.62901270590946
90,91,-13.62901270590946
91,92,-13.62901270590946
92,93,-13.62901270590946
93,94,-13.62901270590946
94,95,-13.62901270590946
95,96,-13.62901270590946
96,97,-13.62901270590946
97,98,-13.62901270590946
98,99,-13.131585633500192
99,100,-13.131585633500192
100,101,-13.131585633500192
101,102,-13.131585633500192
102,103,-13.131585633500192
103,104,-13.131585633500192
104,105,-13.131585633500192
105,106,-13.131585633500192
106,107,-13.131585633500192
107,108,-13.131585633500192
108,109,-13.131585633500192
109,110,-13.131585633500192
110,111,-13.131585633500192
111,112,-12.151210155523435
112,113,-12.151210155523435
113,114,-12.151210155523435
114,115,-11.482470892574344
115,116,-11.482470892574344
116,117,-11.482470892574344
117,118,-11.482470892574344
118,119,-11.482470892574344
119,120,-11.482470892574344
120,121,-11.482470892574344
121,122,-11.482470892574344
122,123,-11.482470892574344
123,124,-11.482470892574344
124,125,-11.482470892574344
125,126,-11.482470892574344
126,127,-11.482470892574344
127,128,-11.482470892574344
128,129,-11.482470892574344
129,130,-11.482470892574344
130,131,-11.482470892574344
131,132,-11.482470892574344
132,133,-11.482470892574344
133,134,-11.482470892574344
134,135,-11.482470892574344
135,136,-11.482470892574344
136,137,-11.482470892574344
137,138,-11.482470892574344
138,139,-11.482470892574344
139,140,-11.482470892574344
140,141,-11.482470892574344
141,142,-11.482470892574344
142,143,-11.482470892574344
143,144,-11.451098804182601
144,145,-11.451098804182601
145,146,-11.451098804182601
146,147,-11.451098804182601
147,148,-10.509620265778054
148,149,-10.509620265778054
149,150,-10.509620265778054
150,151,-10.45741337283047
151,152,-10.45741337283047
152,153,-10.45741337283047
153,154,-10.45741337283047
154,155,-10.45741337283047
155,156,-9.777024763607681
156,157,-9.777024763607681
157,158,-9.777024763607681
158,159,-9.777024763607681
159,160,-9.125872533291954
160,161,-9.125872533291954
161,162,-9.125872533291954
162,163,-9.125872533291954
163,164,-9.125872533291954
164,165,-9.125872533291954
165,166,-9.125872533291954
166,167,-9.125872533291954
167,168,-9.125872533291954
168,169,-9.125872533291954
169,170,-9.125872533291954
170,171,-9.125872533291954
171,172,-9.125872533291954
172,173,-9.125872533291954
173,174,-9.125872533291954
174,175,-9.125872533291954
175,176,-9.125872533291954
176,177,-9.125872533291954
177,178,-9.125872533291954
178,179,-9.125872533291954
179,180,-9.125872533291954
180,181,-9.125872533291954
181,182,-9.125872533291954
182,183,-9.125872533291954
183,184,-9.125872533291954
184,185,-9.125872533291954
185,186,-9.125872533291954
186,187,-9.125872533291954
187,188,-9.125872533291954
188,189,-9.125872533291954
189,190,-9.125872533291954
190,191,-9.125872533291954
191,192,-9.125872533291954
192,193,-9.125872533291954
193,194,-9.125872533291954
194,195,-9.125872533291954
195,196,-9.125872533291954
196,197,-9.125872533291954
197,198,-9.125872533291954
198,199,-9.125872533291954
199,200,-9.125872533291954
200,201,-9.125872533291954
201,202,-9.125872533291954
202,203,-9.125872533291954
203,204,-9.125872533291954
204,205,-9.125872533291954
205,206,-9.125872533291954
206,207,-9.125872533291954
207,208,-9.125872533291954
208,209,-9.125872533291954
209,210,-9.125872533291954
210,211,-9.125872533291954
211,212,-9.125872533291954
212,213,-9.125872533291954
213,214,-9.125872533291954
214,215,-9.125872533291954
215,216,-9.125872533291954
216,217,-9.125872533291954
217,218,-8.839409820039135
218,219,-8.839409820039135
219,220,-8.839409820039135
220,221,-8.839409820039135
221,222,-8.839409820039135
222,223,-8.839409820039135
223,224,-8.839409820039135
224,225,-8.839409820039135
225,226,-8.839409820039135
226,227,-8.839409820039135
227,228,-8.839409820039135
228,229,-8.839409820039135
229,230,-8.839409820039135
230,231,-8.839409820039135
231,232,-8.839409820039135
232,233,-8.839409820039135
233,234,-8.839409820039135
234,235,-8.839409820039135
