,t,n
0,12,100
1,24,50
2,36,50
3,48,27
4,60,23
5,72,13
6,84,100
7,96,50
8,108,50
9,120,25
10,132,25
11,144,12
12,156,13
13,168,12
14,180,100
15,192,50
16,204,50
17,216,25
18,228,25
19,240,12
20,252,13
21,264,13
22,276,6
23,288,100
24,300,50
25,312,50
26,324,25
27,336,25
28,348,13
29,360,12
30,372,13
31,384,6
32,396,100
33,408,50
34,420,50
35,432,25
36,444,25
37,456,13
38,468,12
39,480,12
40,492,100
41,504,50
42,516,50
43,528,25
44,540,25
45,552,13
46,564,13
47,576,12
48,588,6
